1000	0.000000	8.99	1	10
1001	0.000000	8.99	1	10
1002	0.000000	8.99	1	10
1003	0.000000	8.99	1	10
1004	0.000000	8.99	1	10
1005	0.000000	8.99	1	10
1006	0.000000	8.99	1	10
1007	0.000000	8.99	1	10
1008	0.000000	9.00	1	10
1009	0.000000	9.00	1	10
1010	0.000000	9.00	1	10
1011	0.000000	9.00	1	10
1012	0.000000	9.00	1	10
1013	0.000000	9.00	1	10
1014	0.000000	9.00	1	10
1015	0.000000	9.00	1	10
1016	0.000000	9.00	1	10
1017	0.000000	9.00	1	10
1018	0.000000	9.00	1	10
1019	0.000000	9.01	1	10
1020	0.000000	9.01	1	10
1021	0.000000	9.01	1	10
1022	0.000000	9.01	1	10
1023	0.000000	9.01	1	10
1024	0.000000	9.01	1	11
1025	0.000000	9.01	1	11
1026	0.000000	9.02	1	11
1027	0.000000	9.02	1	11
1028	0.000000	9.02	1	11
1029	0.000000	9.02	1	11
1030	0.000000	9.02	1	11
1031	0.000000	9.03	1	11
1032	0.000000	9.03	1	11
1033	0.000000	9.03	1	11
1034	0.000000	9.03	1	11
1035	0.000000	9.03	1	11
1036	0.000000	9.03	1	11
1037	0.000000	9.04	1	11
1038	0.000000	9.04	1	11
1039	0.000000	9.04	1	11
1040	0.000000	9.04	1	11
1041	0.000000	9.04	1	11
1042	0.000000	9.05	1	11
1043	0.000000	9.05	1	11
1044	0.000000	9.05	1	11
1045	0.000000	9.05	1	11
1046	0.000000	9.05	1	11
1047	0.000000	9.06	1	11
1048	0.000000	9.06	1	11
1049	0.000000	9.06	1	11
1050	0.000000	9.06	1	11
1051	0.000000	9.06	1	11
1052	0.000000	9.06	1	11
1053	0.000000	9.07	1	11
1054	0.000000	9.07	1	11
1055	0.000000	9.07	1	11
1056	0.000000	9.07	1	11
1057	0.000000	9.07	1	11
1058	0.000000	9.08	1	11
1059	0.000000	9.08	1	11
1060	0.000000	9.08	1	11
1061	0.000000	9.08	1	11
1062	0.000000	9.08	1	11
1063	0.000000	9.08	1	11
1064	0.000000	9.09	1	11
1065	0.000000	9.09	1	11
1066	0.000000	9.09	1	11
1067	0.000000	9.09	1	11
1068	0.000000	9.09	1	11
1069	0.000000	9.10	1	11
1070	0.000000	9.10	1	11
1071	0.000000	9.10	1	11
1072	0.000000	9.10	1	11
1073	0.000000	9.10	1	11
1074	0.000000	9.10	1	11
